order_id,customer_id,order_date,status,region_code
460,60.0,2025-05-12 14:35:40,DELIVERED,EAST
461,27.0,2025-01-03 11:14:41,RETURNED,EAST
462,298.0,2025-12-18 00:18:48,DELIVERED,NORTH
463,403.0,2024-11-07 18:49:31,SHIPPED,SOUTH
464,240.0,2025-03-27 07:21:26,DELIVERED,EAST
465,194.0,2025-05-06 22:33:04,RETURNED,NORTH
466,UNKNOWN,2025-06-11 00:00:00,PLACED,NORTH
467,1.0,2026-01-08 16:25:10,PLACED,NORTH
468,108.0,2026-02-24 18:59:03,SHIPPED,EAST
469,42.0,2025-01-30 10:50:39,CANCELLED,SOUTH
470,349.0,2025-07-31 22:19:58,CANCELLED,WEST
471,408.0,2025-12-09 18:58:37,PLACED,WEST
472,126.0,2025-12-09 04:56:53,CANCELLED,WEST
473,195.0,2024-08-13 11:00:35,SHIPPED,SOUTH
474,448.0,2025-11-07 12:56:29,PLACED,EAST
475,UNKNOWN,2025-06-29 11:47:44,DELIVERED,SOUTH
476,318.0,2026-03-08 01:22:06,SHIPPED,NORTH
477,137.0,2026-05-13 01:59:32,RETURNED,WEST
478,446.0,2025-12-05 00:00:00,RETURNED,SOUTH
479,306.0,2025-10-18 05:14:45,CANCELLED,NORTH
480,483.0,2025-08-24 07:33:06,RETURNED,NORTH
481,263.0,2026-01-27 05:52:56,PLACED,NORTH
482,495.0,2024-07-30 02:01:03,SHIPPED,EAST
483,116.0,2025-05-08 13:17:20,PLACED,SOUTH
484,48.0,2026-01-10 14:22:29,CANCELLED,WEST
485,404.0,2026-04-10 21:10:00,RETURNED,EAST
486,387.0,2025-02-11 17:46:46,DELIVERED,NORTH
487,239.0,2026-06-05 04:19:39,RETURNED,EAST
488,313.0,2025-03-11 12:46:41,PLACED,NORTH
489,404.0,2025-02-23 03:35:48,PLACED,SOUTH
490,277.0,2025-07-23 23:29:01,DELIVERED,EAST
491,294.0,2025-09-25 03:24:16,PLACED,WEST
492,12.0,2024-12-23 12:53:25,DELIVERED,EAST
493,488.0,2025-08-04 12:47:11,RETURNED,SOUTH
494,160.0,2025-09-12 06:16:31,RETURNED,NORTH
495,422.0,2026-06-05 10:06:09,RETURNED,SOUTH
496,413.0,2024-09-21 14:39:20,SHIPPED,WEST
497,388.0,2024-11-03 15:25:07,SHIPPED,SOUTH
498,278.0,2024-12-04 03:24:16,PLACED,NORTH
499,493.0,2026-04-22 13:37:42,PLACED,SOUTH
500,351.0,2025-01-05 16:53:53,SHIPPED,WEST
