transaction_id,transaction_timestamp,sender_bank,receiver_bank,sender_upi,receiver_upi,amount,transaction_type,transaction_status,city,state,device_id,response_time_ms,failure_reason,load_timestamp,source_file,fraud_reason
6a383cca-f7e1-4c13-9fa1-70d8e9ed1ee9,2026-07-07 03:17:41,ICICI,AXIS,pr****82@icici,ri****70@axis,48751.0,P2P,SUCCESS,PUNE,MAHARASHTRA,DEV100124,1532,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
9bc0fa23-5c91-4467-98fb-ea95d515cbf6,2026-06-23 07:35:29,SBI,HDFC,po****21@oksbi,pr****01@okhdfc,48235.0,MERCHANT,SUCCESS,PUNE,MAHARASHTRA,DEV100103,2262,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
ddd37fef-db6e-4866-ac20-460282b6683d,2026-06-19 23:46:35,SBI,ICICI,di****55@oksbi,ro****15@icici,49208.0,BILL PAYMENT,SUCCESS,AHMEDABAD,GUJARAT,DEV100165,2028,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
8f5bc5bb-4680-4e63-a007-904871202a6d,2026-07-07 13:19:27,SBI,AXIS,an****61@oksbi,ka****48@axis,48306.0,MERCHANT,SUCCESS,BANGALORE,KARNATAKA,DEV100049,1830,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
e0814957-069b-48c7-b49b-a66c872aa2b2,2026-07-06 17:19:49,HDFC,ICICI,ra****35@okhdfc,ka****28@icici,49131.0,P2P,SUCCESS,MUMBAI,MAHARASHTRA,DEV100052,2895,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
4963a372-e3bf-41f6-822a-7fead3097971,2026-06-17 15:37:42,HDFC,SBI,ar****50@okhdfc,pr****03@oksbi,49698.0,BILL PAYMENT,SUCCESS,HYDERABAD,TELANGANA,DEV100125,1232,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
d008e52b-2e3a-4e7a-b125-23caf7f7649f,2026-07-08 09:40:04,ICICI,HDFC,pr****88@icici,si****09@okhdfc,48116.0,MERCHANT,SUCCESS,BANGALORE,KARNATAKA,DEV100110,1081,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
5d434a90-6c0b-4797-b683-a9c4d94d210b,2026-06-17 05:54:43,ICICI,HDFC,ka****80@icici,ar****88@okhdfc,48494.0,MERCHANT,SUCCESS,HYDERABAD,TELANGANA,DEV100088,861,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
1ef15164-2f66-49d9-93e7-284c0973beee,2026-07-04 23:18:52,ICICI,AXIS,ri****24@icici,an****44@axis,49253.0,P2P,SUCCESS,JAIPUR,RAJASTHAN,DEV100056,2496,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
b564262c-6808-459e-a2fc-7416340bc38f,2026-07-01 02:20:04,AXIS,HDFC,di****60@axis,sn****87@okhdfc,49014.0,MERCHANT,SUCCESS,MUMBAI,MAHARASHTRA,DEV100132,307,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
f02bfdd8-ab85-48ad-98a5-d7b4ebf2982f,2026-07-12 17:17:55,HDFC,AXIS,po****87@okhdfc,pr****88@axis,49419.0,RECHARGE,SUCCESS,BANGALORE,KARNATAKA,DEV100100,1777,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
1f1e8210-021a-472c-9738-a1b92c423085,2026-06-24 01:35:52,ICICI,HDFC,ro****22@icici,an****62@okhdfc,48452.0,P2P,SUCCESS,DELHI,DELHI,DEV100060,2884,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
e2c62a61-12de-4096-9217-4705c42a6222,2026-06-17 21:36:40,HDFC,AXIS,ri****24@okhdfc,sn****89@axis,49379.0,MERCHANT,SUCCESS,JAIPUR,RAJASTHAN,DEV100033,2330,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
a0d3caae-10a8-4222-ad89-29582fff24f2,2026-06-22 16:48:09,HDFC,AXIS,ar****97@okhdfc,ka****08@axis,48888.0,BILL PAYMENT,SUCCESS,JAIPUR,RAJASTHAN,DEV100179,2934,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
69612b3e-bd66-45a9-9e3d-31f0f34bbc3a,2026-07-05 06:54:54,HDFC,SBI,ma****70@okhdfc,pr****42@oksbi,49468.0,P2P,FAILED,HYDERABAD,TELANGANA,DEV100074,2435,Bank Server Down,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
cb2fb9c2-70e2-4a4e-8f0f-d8d9df467534,2026-07-09 01:56:07,SBI,AXIS,di****89@oksbi,pr****70@axis,48153.0,P2P,SUCCESS,INDORE,MADHYA PRADESH,DEV100005,2574,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
d2d56a45-1764-4809-b346-aa6333fcba5a,2026-07-10 12:00:04,HDFC,ICICI,di****44@okhdfc,po****38@icici,49618.0,MERCHANT,SUCCESS,MUMBAI,MAHARASHTRA,DEV100064,2220,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
6d069ae4-9b05-49fe-902f-e3fadd8da1d9,2026-07-05 18:46:12,ICICI,SBI,sn****02@icici,pr****83@oksbi,49433.0,BILL PAYMENT,SUCCESS,INDORE,MADHYA PRADESH,DEV100076,2591,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
a8d5f6cc-9761-416b-9667-512b13a43778,2026-07-04 11:52:24,HDFC,AXIS,sn****18@okhdfc,ar****51@axis,48916.0,P2P,SUCCESS,PUNE,MAHARASHTRA,DEV100023,200,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
2a6348cc-91b4-43ce-9c72-c6e492dbe4f5,2026-07-07 13:41:57,ICICI,SBI,sn****74@icici,ka****75@oksbi,48378.0,P2P,SUCCESS,PUNE,MAHARASHTRA,DEV100020,2862,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
2615bc77-ae72-4947-b583-3f27186e9943,2026-07-05 20:01:26,AXIS,HDFC,po****69@axis,pr****43@okhdfc,49275.0,RECHARGE,SUCCESS,BANGALORE,KARNATAKA,DEV100168,575,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
d9260590-c7df-4137-82b0-8c81123c4134,2026-06-19 08:17:49,HDFC,ICICI,si****63@okhdfc,pr****75@icici,48074.0,P2P,SUCCESS,AHMEDABAD,GUJARAT,DEV100069,301,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
4ee8aee8-7771-456e-b468-95b987b0707b,2026-06-16 01:08:37,ICICI,HDFC,ni****23@icici,ne****12@okhdfc,49607.0,RECHARGE,SUCCESS,PUNE,MAHARASHTRA,DEV100046,155,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
8a6a16ff-f0be-4979-a70a-45f22c4cd9ed,2026-06-13 07:05:06,SBI,HDFC,ma****24@oksbi,ka****40@okhdfc,48636.0,RECHARGE,SUCCESS,HYDERABAD,TELANGANA,DEV100128,1562,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
9bdc83f3-6a4c-41a2-b574-387abf480a63,2026-06-22 02:21:29,SBI,ICICI,di****08@oksbi,ne****44@icici,49640.0,MERCHANT,SUCCESS,BANGALORE,KARNATAKA,DEV100046,1356,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
9cb9248c-1d7d-4d63-994a-10c77fca98c6,2026-06-17 01:09:50,ICICI,SBI,di****05@icici,ma****94@oksbi,48749.0,P2P,SUCCESS,JAIPUR,RAJASTHAN,DEV100048,204,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
22429a21-224a-45a4-b59f-992a3c8c2a5d,2026-06-13 16:09:56,ICICI,HDFC,ka****03@icici,sn****11@okhdfc,48392.0,RECHARGE,SUCCESS,DELHI,DELHI,DEV100065,562,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
e1352fee-2cc7-4fa4-a095-d1851c8f3e9d,2026-07-04 15:26:04,HDFC,ICICI,am****42@okhdfc,ra****88@icici,49092.0,P2P,SUCCESS,MUMBAI,MAHARASHTRA,DEV100189,1422,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
aa11b63b-8898-4033-bc9c-3f6f9e9887ba,2026-07-06 21:16:51,ICICI,SBI,am****77@icici,pr****29@oksbi,48733.0,P2P,SUCCESS,PUNE,MAHARASHTRA,DEV100003,2820,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
53a8cc1e-42ab-44ba-8eda-23b0741b76ff,2026-06-21 02:30:34,ICICI,SBI,pr****57@icici,pr****35@oksbi,49634.0,P2P,SUCCESS,AHMEDABAD,GUJARAT,DEV100183,1874,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
35b59646-41ae-44b3-b93f-5486eeb335d8,2026-06-23 18:55:45,ICICI,SBI,ka****84@icici,ri****22@oksbi,48723.0,P2P,SUCCESS,INDORE,MADHYA PRADESH,DEV100006,543,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
6a4722be-92ed-43a5-ab8c-a0591be1d03b,2026-06-20 19:22:25,HDFC,AXIS,pr****06@okhdfc,ka****49@axis,48338.0,MERCHANT,SUCCESS,PUNE,MAHARASHTRA,DEV100150,993,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
7e82abbc-db4b-4c8f-aa76-2ec5335c5b89,2026-06-29 10:31:30,SBI,ICICI,ro****02@oksbi,ka****24@icici,49444.0,P2P,SUCCESS,BANGALORE,KARNATAKA,DEV100076,2520,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
8ccb7b10-d1ed-4875-96f5-fb8a605883c0,2026-07-04 03:55:19,ICICI,AXIS,ne****46@icici,ka****93@axis,48171.0,BILL PAYMENT,SUCCESS,BANGALORE,KARNATAKA,DEV100012,330,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
74971c91-78ba-4276-945e-3f9552d50dda,2026-07-01 00:37:36,AXIS,ICICI,ka****54@axis,ri****69@icici,49500.0,P2P,SUCCESS,INDORE,MADHYA PRADESH,DEV100121,2407,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
243b887e-77cf-409c-97a2-02215078bde7,2026-06-25 03:59:27,ICICI,SBI,di****72@icici,ka****46@oksbi,48728.0,RECHARGE,SUCCESS,AHMEDABAD,GUJARAT,DEV100110,1367,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
4fdd7b5b-4d4c-48cf-932e-b2fd4be5fee4,2026-06-30 09:53:36,AXIS,SBI,ha****56@axis,ar****98@oksbi,49073.0,MERCHANT,SUCCESS,MUMBAI,MAHARASHTRA,DEV100009,1135,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
cf25e03a-8260-4d04-b984-60eef8ecfc52,2026-07-12 05:21:29,AXIS,HDFC,pr****81@axis,ni****01@okhdfc,49563.0,P2P,SUCCESS,AHMEDABAD,GUJARAT,DEV100143,2594,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
b9ab4ac6-9e9c-474f-bd35-d78effcec02e,2026-07-07 01:15:08,SBI,AXIS,ha****88@oksbi,sn****13@axis,49981.0,RECHARGE,SUCCESS,MUMBAI,MAHARASHTRA,DEV100199,1929,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
2eb8b13d-16a8-4450-a7a5-de93cfdfe28a,2026-06-13 01:19:11,HDFC,AXIS,ro****96@okhdfc,ma****26@axis,49545.0,P2P,SUCCESS,DELHI,DELHI,DEV100091,1715,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
8eb513ae-4a08-47a4-b4f4-0163a9c8f117,2026-07-10 18:41:43,AXIS,SBI,ni****11@axis,pr****26@oksbi,48212.0,P2P,SUCCESS,BANGALORE,KARNATAKA,DEV100114,407,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
424e9e0e-39a1-4f43-99c3-f11aa0d98ac3,2026-06-22 08:37:27,ICICI,AXIS,ri****57@icici,vi****03@axis,48521.0,RECHARGE,SUCCESS,BANGALORE,KARNATAKA,DEV100041,1541,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
0a4dd2ee-1192-48c3-9d1d-9b9e0d257f27,2026-06-29 02:57:52,HDFC,AXIS,ma****64@okhdfc,sn****45@axis,49940.0,P2P,SUCCESS,PUNE,MAHARASHTRA,DEV100019,882,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
80e1f2ab-5ec9-4ff4-8713-d500c181aef2,2026-07-03 05:47:45,AXIS,HDFC,ne****92@axis,ka****46@okhdfc,48204.0,BILL PAYMENT,SUCCESS,MUMBAI,MAHARASHTRA,DEV100136,2242,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
718e5c28-0fbf-423b-acfb-617b3181755c,2026-07-01 11:53:33,HDFC,SBI,ka****42@okhdfc,ni****86@oksbi,48822.0,MERCHANT,SUCCESS,BANGALORE,KARNATAKA,DEV100115,278,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
8b0d4210-cd9d-4352-8fb3-dc3d81a85c6f,2026-06-23 11:20:30,AXIS,HDFC,ka****74@axis,ro****50@okhdfc,48516.0,P2P,SUCCESS,DELHI,DELHI,DEV100080,1926,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
e3a591ea-d0ec-4732-bcb9-2fb8e49ab300,2026-06-25 14:39:42,ICICI,SBI,ka****11@icici,ma****08@oksbi,48384.0,BILL PAYMENT,SUCCESS,HYDERABAD,TELANGANA,DEV100114,2051,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
9bc022aa-910f-4723-9d90-9b899e7cad09,2026-06-18 11:40:45,SBI,HDFC,ka****19@oksbi,ka****66@okhdfc,48718.0,RECHARGE,SUCCESS,AHMEDABAD,GUJARAT,DEV100079,1722,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
60f89b86-4d7c-4d15-b931-81491e9f71ff,2026-06-26 06:56:21,AXIS,SBI,ha****71@axis,pr****58@oksbi,48416.0,P2P,SUCCESS,AHMEDABAD,GUJARAT,DEV100130,1352,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
010ac190-73bd-4251-bafc-e4d0808316e5,2026-06-15 06:49:41,SBI,ICICI,po****61@oksbi,ro****99@icici,48866.0,MERCHANT,SUCCESS,INDORE,MADHYA PRADESH,DEV100191,761,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
8ccce89e-bc1f-4589-83a7-ee8837f43fb3,2026-06-27 08:14:28,AXIS,HDFC,ra****85@axis,pr****19@okhdfc,49639.0,MERCHANT,SUCCESS,JAIPUR,RAJASTHAN,DEV100004,2461,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
a5da5f80-1ec2-4ded-b782-2dc239ae5739,2026-06-30 19:02:38,HDFC,SBI,an****85@okhdfc,ra****60@oksbi,48473.0,P2P,SUCCESS,INDORE,MADHYA PRADESH,DEV100002,2668,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
b56b3200-2616-43c9-9309-29330ff24951,2026-07-12 03:01:08,AXIS,SBI,si****75@axis,ka****93@oksbi,48427.0,BILL PAYMENT,SUCCESS,PUNE,MAHARASHTRA,DEV100098,1087,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
2409fcfc-d695-45c9-981e-aed828b1dc5f,2026-06-17 12:29:57,HDFC,ICICI,ni****51@okhdfc,ri****71@icici,49207.0,MERCHANT,SUCCESS,INDORE,MADHYA PRADESH,DEV100152,945,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
8f5cb721-b810-467c-b5e4-e490c530d3f4,2026-07-11 15:54:06,AXIS,ICICI,po****30@axis,si****06@icici,48302.0,P2P,SUCCESS,INDORE,MADHYA PRADESH,DEV100046,200,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
c664d77b-8c41-4e9f-a2da-2ae8b753cb60,2026-06-26 05:12:25,HDFC,SBI,vi****22@okhdfc,ri****73@oksbi,48022.0,MERCHANT,SUCCESS,INDORE,MADHYA PRADESH,DEV100139,2376,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
85370f7b-62d4-4329-8d73-eda676f9f0db,2026-06-30 18:20:11,SBI,HDFC,ma****73@oksbi,ka****80@okhdfc,49400.0,MERCHANT,SUCCESS,AHMEDABAD,GUJARAT,DEV100196,216,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
c9dd2873-5755-44b4-b6d5-c211bd1e55f5,2026-06-26 11:34:51,ICICI,HDFC,ne****94@icici,ri****43@okhdfc,48482.0,MERCHANT,SUCCESS,PUNE,MAHARASHTRA,DEV100017,1956,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
17c3ed32-3237-4d1a-8fc6-8ab450fd4350,2026-06-12 19:40:02,SBI,AXIS,di****43@oksbi,di****90@axis,49551.0,BILL PAYMENT,SUCCESS,AHMEDABAD,GUJARAT,DEV100189,2546,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
f9496898-c17d-4863-9781-9c53c6f0ae5a,2026-07-08 05:33:29,ICICI,AXIS,ka****82@icici,pr****29@axis,49872.0,BILL PAYMENT,SUCCESS,MUMBAI,MAHARASHTRA,DEV100045,2315,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
83143c52-7d92-4515-b30b-3666c22706d3,2026-07-03 11:23:53,ICICI,AXIS,ka****38@icici,po****16@axis,49325.0,RECHARGE,SUCCESS,MUMBAI,MAHARASHTRA,DEV100169,1454,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
fb59e417-3b13-43c3-93e6-25e348bf2827,2026-07-02 16:49:11,AXIS,SBI,ar****42@axis,pr****11@oksbi,48158.0,RECHARGE,SUCCESS,INDORE,MADHYA PRADESH,DEV100187,1032,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
ff38b726-8739-464c-88d6-c18b33aa7a3c,2026-06-15 08:29:24,SBI,HDFC,vi****12@oksbi,ka****56@okhdfc,49332.0,BILL PAYMENT,SUCCESS,MUMBAI,MAHARASHTRA,DEV100140,1734,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
ddd56ab5-7589-4a9b-8299-8821bf4f5157,2026-06-23 19:54:12,ICICI,HDFC,an****58@icici,di****02@okhdfc,48987.0,MERCHANT,SUCCESS,MUMBAI,MAHARASHTRA,DEV100164,1949,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
455ff06d-5d51-45aa-96b2-9208eb5bec06,2026-06-30 23:23:38,ICICI,SBI,ma****66@icici,ni****52@oksbi,49073.0,RECHARGE,SUCCESS,DELHI,DELHI,DEV100014,1745,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
6a982497-4f0d-4b08-9a5d-ca03c3756c71,2026-07-06 17:43:17,HDFC,SBI,po****86@okhdfc,ka****96@oksbi,48237.0,RECHARGE,SUCCESS,DELHI,DELHI,DEV100134,517,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
4d7d49a2-723f-431e-84f7-4fb7b3f4bad2,2026-07-05 08:12:00,ICICI,AXIS,ka****37@icici,si****66@axis,49954.0,P2P,SUCCESS,MUMBAI,MAHARASHTRA,DEV100032,1819,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
f07a33ed-a0ed-4168-84b1-f56c046247e7,2026-06-20 09:28:19,ICICI,SBI,ne****22@icici,ra****07@oksbi,48506.0,RECHARGE,SUCCESS,PUNE,MAHARASHTRA,DEV100065,995,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
bd5d6f64-f9e8-41bd-b238-b81f1ce7052f,2026-06-13 18:48:30,AXIS,SBI,ar****38@axis,ar****82@oksbi,49840.0,BILL PAYMENT,SUCCESS,PUNE,MAHARASHTRA,DEV100070,151,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
24550948-a9cc-4189-86d7-40c573e0e13b,2026-07-05 06:24:05,HDFC,SBI,ra****01@okhdfc,pr****85@oksbi,48685.0,P2P,SUCCESS,AHMEDABAD,GUJARAT,DEV100001,2766,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
c595f169-f0f1-4605-97fa-e24f55e085e6,2026-07-04 18:59:34,AXIS,HDFC,ka****82@axis,ar****98@okhdfc,48729.0,RECHARGE,SUCCESS,JAIPUR,RAJASTHAN,DEV100107,1577,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
6ea76f37-9603-4831-8e96-22c22fe1f051,2026-06-24 04:13:08,HDFC,SBI,ka****20@okhdfc,am****49@oksbi,48996.0,BILL PAYMENT,SUCCESS,AHMEDABAD,GUJARAT,DEV100092,1978,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
c31b850b-e550-4221-b48c-5e981b20e749,2026-06-29 21:11:42,ICICI,HDFC,am****14@icici,pr****31@okhdfc,49730.0,P2P,SUCCESS,INDORE,MADHYA PRADESH,DEV100049,1126,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
e622752f-96cd-42bd-9d81-371aaba4cbfe,2026-07-08 23:36:47,HDFC,SBI,ar****16@okhdfc,ka****17@oksbi,49314.0,P2P,SUCCESS,DELHI,DELHI,DEV100155,487,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
50162609-1842-457c-bbab-30197141cda1,2026-06-24 01:19:25,SBI,HDFC,ri****71@oksbi,ri****31@okhdfc,48758.0,P2P,SUCCESS,INDORE,MADHYA PRADESH,DEV100036,1216,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
c315c424-4420-435a-b177-d59c28bfa4a5,2026-06-13 01:41:34,HDFC,AXIS,ro****05@okhdfc,ma****83@axis,49060.0,P2P,SUCCESS,AHMEDABAD,GUJARAT,DEV100154,2707,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
f1be348f-9a12-49ac-95f5-973070b6ccbc,2026-06-29 02:15:44,ICICI,SBI,am****10@icici,ha****87@oksbi,48656.0,P2P,SUCCESS,BANGALORE,KARNATAKA,DEV100075,631,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
